,cM,cMact,cMinf,Mac1,Mac2,ncM,ncMcomp,cDC1,cDC2,pDC,cell_type
CDA,0.263515442609787,-0.033728159964084625,-0.05832676589488983,0.09751266986131668,-0.07524468004703522,-0.06490007787942886,-0.19861263036727905,-0.437412291765213,-0.39991334080696106,-0.5199907422065735,all
PINK1,0.015396684408187866,0.000746679725125432,0.010004819370806217,0.01935541443526745,0.0014252741821110249,-0.008670498616993427,-0.007129288744181395,-0.07809696346521378,-0.10511898249387741,-0.06714024394750595,all
ECE1,0.03840415179729462,-0.015500904992222786,-0.014776639640331268,0.018606366589665413,-0.03211979940533638,0.05117977783083916,-0.05286373570561409,-0.16408097743988037,0.09907599538564682,-0.13261201977729797,all
C1QA,-0.16895420849323273,-0.10336517542600632,-0.14042557775974274,-0.1412157267332077,0.011201507411897182,0.28431591391563416,5.2594194412231445,-0.4359298348426819,-0.7914983034133911,-0.3488033413887024,all
C1QC,-0.05007307231426239,-0.054708290845155716,-0.06112470477819443,-0.04388445243239403,-0.03005964867770672,-0.11105088144540787,4.717624664306641,-0.24152164161205292,-0.4038543701171875,-0.20751702785491943,all
C1QB,-0.09881479293107986,-0.08406838029623032,-0.10239344835281372,-0.08627665787935257,-0.03196254372596741,-0.135337233543396,6.945777416229248,-0.26247403025627136,-0.5247278213500977,-0.2475878745317459,all
EPHB2,0.027858445420861244,0.02710876613855362,-0.022684939205646515,0.01636139675974846,-0.041201695799827576,-0.020168248564004898,0.05120809003710747,-0.05633056163787842,-0.019830789417028427,-0.1702212542295456,all
ID3,-0.030128197744488716,-0.03474896773695946,0.042017612606287,-0.02644573524594307,-0.048337873071432114,-0.08755769580602646,-0.12076050788164139,0.5959113836288452,-0.054755162447690964,-0.2097776085138321,all
CLIC4,0.012680459767580032,0.0038917784113436937,0.03235907107591629,-0.019381139427423477,0.08432724326848984,-0.045848965644836426,-0.04220837727189064,-0.024935590103268623,-0.14689722657203674,-0.13851892948150635,all
PAQR7,-0.0543372705578804,-0.0164677482098341,0.0457356832921505,-0.030453750863671303,0.03013935685157776,0.05900408700108528,0.013439233414828777,-0.0025532350409775972,-0.19819626212120056,-0.11157925426959991,all
STMN1,-0.0806461051106453,-0.07408801466226578,-0.062477726489305496,-0.05372282490134239,-0.0060256109572947025,-0.09812036901712418,-0.13600845634937286,-0.00878892745822668,0.26521798968315125,3.9533896446228027,all
CD52,-0.1104312464594841,-0.06895159929990768,-0.08922670781612396,-0.12196041643619537,0.12383763492107391,0.557763397693634,0.38732507824897766,-0.30620115995407104,-1.24774169921875,-0.8163015842437744,all
WDTC1,0.029733289033174515,-0.006942530162632465,0.013269664719700813,0.010523648001253605,-0.001858422183431685,-0.04409627988934517,-0.05021870881319046,-0.01466150302439928,-0.08426275849342346,0.0026198679115623236,all
IFI6,-0.04315312206745148,0.34215623140335083,-0.3768570125102997,-0.03517730161547661,-0.29885199666023254,0.28431352972984314,0.18585868179798126,-0.01696806401014328,-0.05462919548153877,-1.7854574918746948,all
RNU11,0.10907508432865143,-0.02674112096428871,0.0031792744994163513,0.04697363078594208,0.06048582121729851,-0.08367221057415009,-0.09741703420877457,-0.11868515610694885,-0.19685547053813934,-0.0793810710310936,all
RP11-84A19.4,-0.0025528084952384233,-0.0013412409462034702,0.002016740618273616,0.01898520439863205,0.050824444741010666,0.01797635667026043,-0.0065007517114281654,-0.042987797409296036,-0.13271863758563995,-0.05042998865246773,all
FAM229A,0.009286629036068916,-0.0009369808831252158,0.000865735812112689,-0.03707180172204971,-0.006559506058692932,-0.008546319790184498,-0.005368195008486509,-0.003744718851521611,0.022454723715782166,-0.0002103868027916178,all
S100PBP,0.009767070412635803,-0.004019772168248892,-0.0035942718386650085,0.03541247546672821,-0.01892450824379921,-0.041710175573825836,-0.05938642844557762,-0.0014262422919273376,-0.009260195307433605,0.3813554644584656,all
RNF19B,0.015850676223635674,-0.0282847099006176,0.06679456681013107,0.013726620934903622,0.11061057448387146,-0.03578139841556549,-0.04451492801308632,-0.07520542293787003,-0.07772952318191528,-0.19222933053970337,all
