"Sample_ID","lymp_ct_cov","coefficient","cell_count"
"904405200_904405200","T8em cyto2",0,11
"904405200_904405200","T8em MAIT",0,3
"904405200_904405200","T8naive",0,46
"904405200_904405200","TProlif",0,5
"904425200_904425200","Bmem",0,1
"904425200_904425200","Bnaive",0,8
"904425200_904425200","MKcontam",0,8
"904425200_904425200","NK CD56dim",0,1
"904425200_904425200","NKT",0,1
"904425200_904425200","Progenitor",0,5
"904425200_904425200","T4cm",0,25
"904425200_904425200","T4IFN",0,9
"904425200_904425200","T4naive",0,6
"904425200_904425200","T4reg",0,7
"904425200_904425200","T8cm",0,6
"904425200_904425200","T8em cyto1",0.203703703703704,12
"904425200_904425200","T8em cyto2",0.041501976284585,23
"904425200_904425200","T8em MAIT",0,4
"904425200_904425200","T8naive",0,15
"904425200_904425200","TProlif",0,4
"904463200_904463200","Bnaive",0,4
"904463200_904463200","MKcontam",0,15
"904463200_904463200","NK CD56dim",0,2
"904463200_904463200","NKT",0,1
"904463200_904463200","Progenitor",0,22
"904463200_904463200","T4cm",0,46
"904463200_904463200","T4IFN",0,44
"904463200_904463200","T4naive",0,46
"904463200_904463200","T4reg",0,18
"904463200_904463200","T8cm",0,15
"904463200_904463200","T8em cyto1",0,8
"904463200_904463200","T8em cyto2",0,11
"904463200_904463200","T8naive",0,98
"904463200_904463200","TProlif",0,17
"904464200_904464200","Bmem",0,1
"904464200_904464200","Bnaive",0,15
"904464200_904464200","MKcontam",0,26
"904464200_904464200","NK CD56dim",0,13
"904464200_904464200","Progenitor",0,24
"904464200_904464200","T4cm",0,66
"904464200_904464200","T4IFN",0,14
"904464200_904464200","T4naive",0,120
"904464200_904464200","T4reg",0,19
"904464200_904464200","T8cm",0,16
"904464200_904464200","T8em cyto1",0,47
"904464200_904464200","T8em cyto2",0,17
"904464200_904464200","T8em MAIT",0,12
"904464200_904464200","T8naive",0,79
"904464200_904464200","TProlif",0,2
"904477200_904477200","Batypical",0,3
"904477200_904477200","Bmem",0,1
"904477200_904477200","Bnaive",0,6
"904477200_904477200","MKcontam",0,12
"904477200_904477200","NK CD56bright",0,1
"904477200_904477200","NK CD56dim",0,6
"904477200_904477200","Progenitor",0,5
"904477200_904477200","T4cm",0,30
"904477200_904477200","T4IFN",0,21
"904477200_904477200","T4naive",0,50
"904477200_904477200","T4reg",0,13
"904477200_904477200","T8cm",0,7
"904477200_904477200","T8em cyto1",0.247975708502024,52
"904477200_904477200","T8em cyto2",0,13
"904477200_904477200","T8naive",0,52
"904477200_904477200","TProlif",0,6
"IGTB1290","Bmem",0,3
"IGTB1290","Bnaive",0,7
"IGTB1290","Bplasma",0,1
"IGTB1290","MKcontam",0,14
"IGTB1290","NK CD56dim",0,5
"IGTB1290","Progenitor",0,2
"IGTB1290","T4cm",0,42
"IGTB1290","T4naive",0,58
"IGTB1290","T4reg",0,8
"IGTB1290","T8cm",0,10
"IGTB1290","T8em cyto1",0,2
"IGTB1290","T8em cyto2",0,10
"IGTB1290","T8em MAIT",0,6
"IGTB1290","T8naive",0,14
"IGTB1372","Bmem",0,4
"IGTB1372","Bnaive",0,5
"IGTB1372","MKcontam",0,20
"IGTB1372","NK CD56bright",0,2
"IGTB1372","NK CD56dim",0,8
"IGTB1372","NKT",0,1
"IGTB1372","Progenitor",0,6
"IGTB1372","T4cm",0,63
"IGTB1372","T4IFN",0,1
"IGTB1372","T4naive",0,97
"IGTB1372","T4reg",0,11
"IGTB1372","T8cm",0,18
"IGTB1372","T8em cyto1",0,9
"IGTB1372","T8em cyto2",0,9
"IGTB1372","T8em MAIT",0,9
"IGTB1372","T8naive",0,32
"IGTB1372","TProlif",0,4
"IGTB141","MKcontam",0,3
"IGTB141","T4cm",0,8
"IGTB141","T4naive",0,13
"IGTB141","T4reg",0,4
"IGTB141","T8cm",0,1
"IGTB141","T8em cyto1",0,4
"IGTB141","T8em cyto2",0,1
"IGTB141","T8em MAIT",0,1
"IGTB141","T8naive",0,2
"IGTB141","TProlif",0,1
"IGTB143","Bmem",0,1
"IGTB143","Bnaive",0,2
"IGTB143","MKcontam",0,39
"IGTB143","NK CD56bright",0,1
"IGTB143","NK CD56dim",0,1
"IGTB143","Progenitor",0,21
"IGTB143","T4cm",0,34
"IGTB143","T4IFN",0,4
"IGTB143","T4naive",0,191
"IGTB143","T4reg",0,13
"IGTB143","T8cm",0,18
"IGTB143","T8em cyto1",0,5
"IGTB143","T8em cyto2",0,11
"IGTB143","T8em MAIT",0,4
"IGTB143","T8naive",0,59
"IGTB143","TProlif",0,7
"IGTB1506","Bmem",0,1
"IGTB1506","Bnaive",0,4
"IGTB1506","MKcontam",0,11
"IGTB1506","NK CD56bright",0,1
"IGTB1506","NK CD56dim",0,3
"IGTB1506","T4cm",0,38
"IGTB1506","T4IFN",0,1
"IGTB1506","T4naive",0,42
"IGTB1506","T4reg",0,6
"IGTB1506","T8cm",0,8
"IGTB1506","T8em cyto1",0,4
"IGTB1506","T8em cyto2",0,2
"IGTB1506","T8em MAIT",0,8
"IGTB1506","T8naive",0,23
"IGTB1539","Bmem",0,1
"IGTB1539","Bnaive",0,1
"IGTB1539","NK CD56dim",0,2
"IGTB1539","T4cm",0,7
"IGTB1539","T4naive",0,17
"IGTB1539","T4reg",0,2
"IGTB1539","T8cm",0,1
"IGTB1539","T8em cyto1",0,2
"IGTB1539","T8em cyto2",0,1
"IGTB1539","T8naive",0,5
"IGTB1539","TProlif",0,2
"IGTB1540","Bmem",0,7
"IGTB1540","Bnaive",0,7
"IGTB1540","MKcontam",0,36
"IGTB1540","NK CD56dim",0,22
"IGTB1540","NKT",0,3
"IGTB1540","Progenitor",0,8
"IGTB1540","T4cm",0,109
"IGTB1540","T4naive",0,181
"IGTB1540","T4reg",0,18
"IGTB1540","T8cm",0,33
"IGTB1540","T8em cyto1",0.0249662618083671,39
"IGTB1540","T8em cyto2",0,20
"IGTB1540","T8em MAIT",0,18
"IGTB1540","T8naive",0,81
"IGTB1540","TProlif",0,3
"IGTB1542","Bmem",0,2
"IGTB1542","MKcontam",0,4
"IGTB1542","NKT",0,2
"IGTB1542","Progenitor",0,2
"IGTB1542","T4cm",0,7
"IGTB1542","T4naive",0,31
"IGTB1542","T4reg",0,4
"IGTB1542","T8cm",0,4
"IGTB1542","T8em cyto1",0,3
"IGTB1542","T8em cyto2",0,7
"IGTB1542","T8naive",0,8
"IGTB1542","TProlif",0,1
"IGTB1575","MKcontam",0,5
"IGTB1575","Progenitor",0,1
"IGTB1575","T4cm",0,8
"IGTB1575","T4naive",0,30
"IGTB1575","T8cm",0,4
"IGTB1575","T8em cyto1",0.0818181818181818,11
"IGTB1575","T8em cyto2",0,7
"IGTB1575","T8naive",0,5
"IGTB1575","TProlif",0,1
"IGTB1650","Bmem",0,1
"IGTB1650","Bnaive",0,4
"IGTB1650","MKcontam",0,46
"IGTB1650","NK CD56bright",0,1
"IGTB1650","NK CD56dim",0,11
"IGTB1650","NKT",0,4
"IGTB1650","Progenitor",0,12
"IGTB1650","T4cm",0,161
"IGTB1650","T4IFN",0,2
"IGTB1650","T4naive",0,205
"IGTB1650","T4reg",0,20
"IGTB1650","T8cm",0,50
"IGTB1650","T8em cyto1",0,15
"IGTB1650","T8em cyto2",0,32
"IGTB1650","T8em MAIT",0.105902777777778,36
"IGTB1650","T8naive",0,60
"IGTB1650","TProlif",0,6
"IGTB1921","Bmem",0,1
"IGTB1921","MKcontam",0,8
"IGTB1921","NK CD56dim",0,2
"IGTB1921","Progenitor",0,1
"IGTB1921","T4cm",0,8
"IGTB1921","T4naive",0,23
"IGTB1921","T4reg",0,1
"IGTB1921","T8cm",0,1
"IGTB1921","T8em cyto1",0,1
"IGTB1921","T8em cyto2",0,2
"IGTB1921","T8naive",0,1
"IGTB1921","TProlif",0,1
"IGTB195","Bmem",0,1
"IGTB195","Bnaive",0,1
"IGTB195","MKcontam",0,27
"IGTB195","NK CD56dim",0,1
"IGTB195","NKT",0,4
"IGTB195","Progenitor",0,2
"IGTB195","T4cm",0,37
"IGTB195","T4naive",0,138
"IGTB195","T4reg",0,15
"IGTB195","T8cm",0,19
"IGTB195","T8em cyto1",0.0705128205128206,13
"IGTB195","T8em cyto2",0,8
"IGTB195","T8em MAIT",0,6
"IGTB195","T8naive",0,19
"IGTB195","TProlif",0,1
"IGTB256","Bmem",0,5
"IGTB256","Bnaive",0,8
"IGTB256","MKcontam",0,26
"IGTB256","NK CD56bright",0,4
"IGTB256","NK CD56dim",0,2
"IGTB256","NKT",0,2
"IGTB256","Progenitor",0,6
"IGTB256","T4cm",0,21
"IGTB256","T4IFN",0,1
"IGTB256","T4naive",0,83
"IGTB256","T4reg",0,9
"IGTB256","T8cm",0,8
"IGTB256","T8em cyto1",0,3
"IGTB256","T8em cyto2",0,11
"IGTB256","T8em MAIT",0,8
"IGTB256","T8naive",0,49
"IGTB256","TProlif",0,1
"IGTB498","Bmem",0,2
"IGTB498","Bnaive",0,3
"IGTB498","MKcontam",0,24
"IGTB498","Progenitor",0,1
"IGTB498","T4cm",0,46
"IGTB498","T4IFN",0,1
"IGTB498","T4naive",0,118
"IGTB498","T4reg",0,6
"IGTB498","T8cm",0,20
"IGTB498","T8em cyto1",0,1
"IGTB498","T8em cyto2",0,9
"IGTB498","T8naive",0,40
"IGTB514","Batypical",0,1
"IGTB514","Bmem",0,9
"IGTB514","Bnaive",0,4
"IGTB514","MKcontam",0,13
"IGTB514","NKT",0,2
"IGTB514","Progenitor",0,3
"IGTB514","T4cm",0,31
"IGTB514","T4naive",0,60
"IGTB514","T4reg",0,8
"IGTB514","T8cm",0,9
"IGTB514","T8em cyto1",0,15
"IGTB514","T8em cyto2",0,16
"IGTB514","T8em MAIT",0,7
"IGTB514","T8naive",0,32
"IGTB645","Bmem",0,3
"IGTB645","Bnaive",0,5
"IGTB645","MKcontam",0,19
"IGTB645","Progenitor",0,5
"IGTB645","T4cm",0,16
"IGTB645","T4IFN",0,2
"IGTB645","T4naive",0,63
"IGTB645","T4reg",0,3
"IGTB645","T8cm",0,8
"IGTB645","T8em cyto1",0,5
"IGTB645","T8em cyto2",0,3
"IGTB645","T8naive",0,23
"IGTB645","TProlif",0,5
"IGTB670","Bmem",0,3
"IGTB670","Bnaive",0,8
"IGTB670","MKcontam",0,28
"IGTB670","NK CD56bright",0,1
"IGTB670","NK CD56dim",0,2
"IGTB670","Progenitor",0,12
"IGTB670","T4cm",0,51
"IGTB670","T4IFN",0,2
"IGTB670","T4naive",0,281
"IGTB670","T4reg",0,17
"IGTB670","T8cm",0,25
"IGTB670","T8em cyto1",0,6
"IGTB670","T8em cyto2",0,6
"IGTB670","T8naive",0,72
"IGTB670","TProlif",0,8
"IGTB826","NK CD56dim",0,1
"IGTB826","T4cm",0,4
"IGTB826","T4naive",0,8
"IGTB826","T4reg",0,2
"IGTB826","T8em cyto1",0,1
"IGTB826","T8em MAIT",0,2
"IGTB826","T8naive",0,1
"IGTB884","Bnaive",0,1
"IGTB884","MKcontam",0,8
"IGTB884","NK CD56dim",0,1
"IGTB884","Progenitor",0,1
"IGTB884","T4cm",0,9
"IGTB884","T4naive",0,28
"IGTB884","T4reg",0,4
"IGTB884","T8cm",0,1
"IGTB884","T8em cyto1",0,3
"IGTB884","T8em cyto2",0,3
"IGTB884","T8em MAIT",0,1
"IGTB884","T8naive",0,9
"IGTB884","TProlif",0,4
"IGTB986","Bmem",0,2
"IGTB986","MKcontam",0,6
"IGTB986","NK CD56dim",0,1
"IGTB986","Progenitor",0,6
"IGTB986","T4cm",0,65
"IGTB986","T4IFN",0,1
"IGTB986","T4naive",0,72
"IGTB986","T4reg",0,21
"IGTB986","T8cm",0,9
"IGTB986","T8em cyto1",0.166666666666667,4
"IGTB986","T8em cyto2",0,5
"IGTB986","T8em MAIT",0,8
"IGTB986","T8naive",0,45
"IGTB986","TProlif",0,4
