V1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,qval
IFIT3,268.530018294073,2.3119806274527,0.282149025679547,47.78802413624,4.74883999894932e-12,1.1115383962409e-10,1.4240870544274e-11
SPATS2L,135.971526928932,1.54161266025578,0.202704411201316,47.2068872393554,6.38756055645854e-12,1.43739375368799e-10,1.8404822436909e-11
CMPK2,135.572745623392,1.97586565321809,0.252292755622809,46.9835528830674,7.15849170987823e-12,1.59547984286473e-10,2.04261367810457e-11
TNFSF10,872.1995210406,1.13981749524202,0.153747170904522,46.6433832214859,8.51540232042605e-12,1.85145489845627e-10,2.372286408056e-11
GRASP,91.5268094379513,1.12440617004998,0.155618604745471,46.056530706071,1.14889527040829e-11,2.43552741698485e-10,3.12306632550818e-11
RSAD2,121.287244870627,2.42440810093127,0.303503028650238,46.0481082103481,1.15384511240563e-11,2.44324410578059e-10,3.13290391379806e-11
XAF1,800.521443507201,1.44628560043794,0.191355672359354,45.7701501497886,1.32974447181028e-11,2.77166291861684e-10,3.55312873637456e-11
OAS3,221.775726366342,1.62052273730546,0.213477839920337,45.5756762335459,1.46853946542327e-11,3.0105059041177e-10,3.86261341855681e-11
FXYD6,39.3320009518373,1.12008728439732,0.161256577052981,45.4153559682552,1.59379875462623e-11,3.23881435376386e-10,4.15493649970476e-11
NLRP3,199.154163837163,1.05007715804185,0.146717655989905,44.8868710961633,2.08752839643861e-11,4.12530108427566e-10,5.2897522973211e-11
COL18A1,33.1568714528506,-1.18729204238928,0.186858421320618,44.4721091005429,2.5800676561651e-11,4.9825219591884e-10,6.40680366143917e-11
MDS2,48.9753347908611,-1.17691141480836,0.191082493095881,44.2215279699192,2.93238593001315e-11,5.59914631774773e-10,7.19815472880874e-11
USP18,147.199835783079,2.22797138503506,0.287163852843134,44.1647304107169,3.01871589520906e-11,5.74048369267329e-10,7.37929058319469e-11
AK5,84.9373771843722,-1.08966871563356,0.175138160225945,44.1350794483285,3.06479012598579e-11,5.80443246703197e-10,7.46092928391877e-11
MT2A,4025.13994822525,1.51959748153745,0.204643925967938,44.0159421106314,3.25712185780518e-11,6.14996034993477e-10,7.9046187961822e-11
MX2,506.956812076316,1.1001687042748,0.152920758515112,43.9531543988091,3.36329875484538e-11,6.33760992642834e-10,8.14550171701305e-11
JDP2,120.957577860353,1.37933658797631,0.191116204816214,43.7549719675533,3.72169835845219e-11,6.94282828769256e-10,8.92171490346582e-11
HGF,28.2150648303888,1.06798733547251,0.160786475051137,43.5877695734762,4.05364549758918e-11,7.4797978988651e-10,9.61950559568956e-11
IFIT1,131.863531368453,2.37102424422278,0.308530721722403,42.7502826699438,6.21928971007323e-11,1.09556987291233e-09,1.41182441962959e-10
FFAR2,47.288622090009,1.32624914131422,0.191576016634883,42.467460880639,7.18679498980799e-11,1.24600056259171e-09,1.60514142664969e-10
NFIL3,132.558951421429,1.03538638729339,0.150440987098548,41.687565040384,1.07087925232728e-10,1.77417872576957e-09,2.29174597497645e-10
EGR3,18.6245631465925,-1.43191199959746,0.231834993834935,41.5408867374921,1.15431321429516e-10,1.89224191675539e-09,2.4436417590507e-10
MARC1,47.6413823803538,1.2038880419027,0.179446075005416,40.67297752543,1.7995864400494e-10,2.80072184932959e-09,3.62181868921348e-10
PLBD1,472.645137454455,1.04266150441459,0.152158066906068,40.4528440842746,2.01419042046014e-10,3.10791747673151e-09,4.01825206715499e-10
LY6E,4490.01258706108,1.14793826138761,0.165337748658198,40.1473728645346,2.35507995526348e-10,3.58352500533771e-09,4.63546316528685e-10
IFIT2,215.956549186216,1.41490824738785,0.202377260572366,39.8659917193772,2.71998074614666e-10,4.06580455283381e-09,5.25699058841795e-10
S100A8,41060.9202416691,1.07358765942919,0.157315211233772,39.7213698605947,2.92902994519147e-10,4.31945087964798e-09,5.5876257493849e-10
MX1,620.409853006222,1.64020470483852,0.230086407164054,39.6122223910709,3.09738708995681e-10,4.54616492235597e-09,5.88020485986282e-10
CPA5,24.1631211461165,-1.95592386455746,0.341056627177065,39.5301518826243,3.23033013169797e-10,4.72843262953752e-09,6.11547809103911e-10
ANG,41.2943800791899,1.10045031918125,0.169400185836919,39.2987993428114,3.63664871914346e-10,5.26721132419419e-09,6.82688322194195e-10
MSR1,48.8635201418611,1.55788809860976,0.229159551073456,39.1983151819179,3.82870477257574e-10,5.52393561735502e-09,7.15887546458289e-10
VDR,25.852595330227,1.00189528522719,0.159610037594597,38.8529560608062,4.56961407728385e-10,6.49247148604191e-09,8.41061274920969e-10
PLA2G7,77.7350359931347,1.06954768107903,0.163689685039718,38.4634120693549,5.57898542527593e-10,7.82526113597914e-09,1.01337196023637e-09
DYSF,43.9333763946281,1.29450829257515,0.197150092745104,38.0060817469544,7.0524452980415e-10,9.63834190732338e-09,1.24732701566643e-09
EPHB2,16.3921299501713,1.89451838611582,0.295040701074145,37.7955953985293,7.85589458242047e-10,1.06273903868785e-08,1.37496619498039e-09
HSPA6,37.9269515150739,1.03514995348571,0.163940276311861,37.6007780529046,8.68098468299619e-10,1.16506308821075e-08,1.50705103088426e-09
CLEC4D,78.6634061564321,1.16036772429236,0.17766626310693,37.535289457805,8.97739417344082e-10,1.19966538900816e-08,1.55164313653027e-09
IFNG,135.182485681442,1.37525227348969,0.204393615138779,37.5296128540699,9.00355955785152e-10,1.20230066966156e-08,1.55502381251987e-09
CXCL10,70.6222893374872,2.4650136602878,0.339892194685051,37.4682433496021,9.29135403965638e-10,1.2354255852444e-08,1.59769626043735e-09
RP11-161M6.2,17.8085739827144,-1.10682159903279,0.189409185575654,37.2248696248773,1.05262762906818e-09,1.38092604924522e-08,1.78655734998074e-09
AP003774.6,35.6156873801088,1.09775526425678,0.174963662785176,37.0028118442717,1.17959015310338e-09,1.53453656249258e-08,1.98771168322891e-09
ETV7,23.6198299894271,1.80750289639635,0.275623807571571,36.9521360762847,1.21064987826399e-09,1.56838010270935e-08,2.03132563673608e-09
CD163,207.532007313057,1.29734434361425,0.197507163248349,36.195063954892,1.78522157488144e-09,2.226156983918e-08,2.8863527720167e-09
CLEC4E,407.642297964411,1.11466696460627,0.172079404587568,35.9143837482663,2.06180992626964e-09,2.51886471346169e-08,3.27505864020592e-09
MT1E,124.370731299833,1.41484027665816,0.21907724447068,34.6726983870115,3.90063809280817e-09,4.49553773656199e-08,5.84995127136866e-09
HERC5,216.889485891948,1.28647358845787,0.199141484921264,34.5453392312734,4.16437472016787e-09,4.76406360612986e-08,6.20187554595448e-09
ANKRD55,36.4454104094057,-1.11480187191866,0.202394185760418,34.4016184716843,4.48350300043657e-09,5.09067245728206e-08,6.62552576095235e-09
SAP30,140.099194202163,1.87080318116022,0.280594064358421,34.3142571528219,4.689338807039e-09,5.28577736829683e-08,6.87789011647865e-09
MS4A4A,135.334750154589,1.24110921344086,0.194455045577176,34.2808090894755,4.7706293981033e-09,5.36168106629483e-08,6.97600195283502e-09
PASK,167.340348164047,-1.10260958572397,0.20290654229424,33.7716660050585,6.19749584833583e-09,6.81688001478213e-08,8.8634963790386e-09
RNASE1,19.9204227010985,2.44166475401829,0.387359046291813,32.6715262254177,1.09124147552143e-08,1.13726869976828e-07,1.48231655645507e-08
OTOF,32.0611139006726,2.90356843690229,0.435936892624462,32.6679553840472,1.09324808917096e-08,1.13872379137266e-07,1.48418586710271e-08
EREG,422.243945226672,1.27445642890347,0.201749770747914,32.5202493073509,1.1795706963372e-08,1.21978333371233e-07,1.59128218851382e-08
S100A12,4119.32069785233,1.00951139864064,0.164760941390555,32.487041873721,1.1998993066642e-08,1.23943087296903e-07,1.61685306920848e-08
SIPA1L2,19.0433218598789,1.00151147334573,0.176230574478961,32.2999534292059,1.32116502141622e-08,1.35048402600108e-07,1.76110409014574e-08
LAPTM4B,14.5964454693997,-1.0115004807634,0.181707434062887,32.2363813055612,1.36510558157535e-08,1.39004676864832e-07,1.81236607527179e-08
FLVCR2,25.7887273135509,1.06159913226031,0.184843661573844,31.4041491173518,2.09532662681245e-08,2.04543789760263e-07,2.66767843925025e-08
TMEM150B,20.3347258998736,1.13296051650795,0.201407348159476,30.718309498408,2.98336615353994e-08,2.82654624653568e-07,3.68857205998201e-08
MRVI1,16.4373114665979,1.10820031511662,0.201287920036554,30.3944121821754,3.52542223649683e-08,3.30154376615705e-07,4.30673433588533e-08
GOLM1,37.9077392152153,1.06184738412333,0.184906224264231,30.0893673549251,4.12587165867849e-08,3.79901953566867e-07,4.95792481374375e-08
ANKRD22,20.1795401205832,1.8040444403032,0.306586029976135,29.8497476402235,4.66857643347379e-08,4.23806780372037e-07,5.53938388944155e-08
NRG1,158.696545890708,1.31392705346301,0.217800253836127,29.8319088322187,4.71173017762725e-08,4.2734211361169e-07,5.5853982654813e-08
MARCO,135.977058348523,1.33660268783501,0.223728475842035,29.7548303271894,4.9028317697499e-08,4.42702452394406e-07,5.78815957297516e-08
TSHZ2,152.387349776406,-1.06904254037621,0.211280257430504,29.6603334809495,5.14774798294349e-08,4.61245142275749e-07,6.03192590820965e-08
C2,24.1003957745652,1.2399069255114,0.217990703730759,29.5553922804893,5.4341263332852e-08,4.84809310126425e-07,6.34223734418831e-08
RP11-536K7.3,17.4626108928224,1.04467270734926,0.193975965940601,28.4584735036673,9.57298713682615e-08,8.05884815151137e-07,1.05800210043533e-07
FPR2,40.6368942858287,1.13847369007711,0.203364148506008,28.3710864451937,1.00149960940533e-07,8.40439730699798e-07,1.1037435886085e-07
LINC00482,20.4169721924559,1.05824097510074,0.197125161532226,28.2527477246205,1.06463395435216e-07,8.87988838669702e-07,1.16697786561722e-07
RP11-641A6.2,16.4933037978291,-1.22788443048224,0.247524251078691,28.0415089199732,1.18740965352324e-07,9.75248910834507e-07,1.2825984537133e-07
THBD,36.5470592604037,1.24025401027104,0.219859422099286,27.9010734032904,1.27678917023773e-07,1.04056365097356e-06,1.36806833643376e-07
MYBL2,14.4317694997744,-1.0743573902083,0.210651610698584,27.851332507567,1.3100381510756e-07,1.06533398902856e-06,1.40050700937555e-07
P2RY2,20.1110278325532,1.01925474021286,0.192754115968471,27.111614252452,1.92040712688692e-07,1.51801673525743e-06,1.99592289832152e-07
CTA-384D8.35,15.6302269763853,1.23720682478359,0.233448870131605,26.8265744904967,2.2255576763099e-07,1.73424304308944e-06,2.28084890565626e-07
IL10,12.4834120417815,1.78227167745857,0.325920331007688,26.7016963435083,2.37412997849215e-07,1.8400247091305e-06,2.4204672845634e-07
PLA1A,13.4673758238008,1.23099536398289,0.23553049940954,26.6083093175142,2.49169807907344e-07,1.92235846423139e-06,2.53046680029437e-07
GZMH,1700.1410433557,1.19184246012463,0.209953130666267,26.498871067346,2.63692168822988e-07,2.01936675262432e-06,2.65845311435967e-07
C1QB,147.008165216242,1.61545983313819,0.277879147599929,26.3998887567066,2.77556467216725e-07,2.12031772970025e-06,2.79224904874532e-07
CLEC4C,16.3807061541614,-1.0297660959296,0.210299302110877,26.3343698469073,2.87133189656661e-07,2.18631414410001e-06,2.87875006514564e-07
DNASE1L3,32.479446498512,-1.00469127911639,0.204833275988461,26.0414469341322,3.34165940606862e-07,2.50173477300121e-06,3.29717705061931e-07
HESX1,12.4327840831139,1.9020417787217,0.349759069555212,25.9175088264503,3.56322530560547e-07,2.64351612665491e-06,3.48551750235548e-07
APOBEC3B,93.4351914380103,2.53311119323444,0.41685374225855,25.6789100404762,4.0320949840368e-07,2.95091141338589e-06,3.89328064683423e-07
LGALS3BP,229.691407735878,1.03710356306669,0.193460536783042,24.8388286421928,6.2329214441844e-07,4.38443248647285e-06,5.79719843345026e-07
HP,23.0458515712893,1.82914840652055,0.349336619649229,22.8934399608497,1.71235259277958e-06,1.10075594825303e-05,1.46581499406761e-06
SERPINB2,13.9614679529404,1.20294078138071,0.247142626137728,22.5379354813615,2.0603439977149e-06,1.30378959556891e-05,1.73904123773108e-06
C1QC,27.145739296361,1.90800538892773,0.366577811985515,21.6005602915814,3.35753736495492e-06,2.03293929059507e-05,2.71610480280391e-06
RP5-887A10.1,161.078553754163,-1.02191423981717,0.231891173795675,21.4147335809996,3.69917625972412e-06,2.21748499759491e-05,2.96294846053455e-06
RETN,668.255856530343,1.44514160631112,0.282490736883411,20.9622109829211,4.68432493375249e-06,2.73765919922157e-05,3.66596098659793e-06
SLC1A3,21.0390988911575,2.21695035381493,0.433352278145731,20.5140812771983,5.91941780380036e-06,3.38524644788154e-05,4.54194945729896e-06
C1QA,248.63232783046,1.06367957143499,0.218755768081608,20.0517917304853,7.53728811960427e-06,4.21360832697686e-05,5.67240237883135e-06
CES1,236.948779815384,1.0499405046868,0.218405243589635,19.8691941014904,8.29259019196076e-06,4.58773042796643e-05,6.17762837471138e-06
SERINC2,17.1546219337742,1.14119480802142,0.248283044904259,19.7625805620835,8.76826199281759e-06,4.81802437337297e-05,6.49294386202314e-06
RP11-1143G9.4,2583.93232397193,1.51443345620131,0.302138422805081,19.4636509571233,1.025324081839e-05,5.53455461420909e-05,7.47038281888984e-06
IL6,42.9347683133592,1.42310217245326,0.298771998362257,18.8591791848021,1.40732235025499e-05,7.37875167060339e-05,9.98471932635893e-06
TNFAIP6,18.5526276965563,1.03526868518987,0.22997414278961,18.6925711125801,1.53579673233355e-05,7.96505088731786e-05,1.07857012629473e-05
G0S2,1598.71729082713,1.10206729611167,0.23466207948472,18.5964148539879,1.61524031082594e-05,8.33304977833459e-05,1.12897342647344e-05
VSTM1,128.823308291007,1.09949142576543,0.239705998183284,17.9833161636823,2.22849581665915e-05,0.000111394934243774,1.51008247350627e-05
CH25H,31.2296615067781,2.32882860974806,0.477292808421008,17.5253917555965,2.83496183867467e-05,0.00013844558403266,1.87885349991377e-05
ADM,71.3240643487489,1.14070928246647,0.254712602750409,17.176209503609,3.40676227451364e-05,0.000163375707534838,2.22338332916151e-05
VSIG4,19.9408870810871,1.20020927648921,0.272049655640645,17.0635091475476,3.61502895681087e-05,0.000172300405484891,2.34888736293956e-05
KIF19,17.1057363675383,1.21367013430388,0.281332611675144,16.6553282342222,4.48242211880057e-05,0.000209258219785347,2.85804931482991e-05
ZNF683,70.2591328545675,1.14935387558105,0.261015292629005,16.4168496642053,5.08313662588236e-05,0.000234022491993671,3.19776583180353e-05
RP11-481A20.11,17.2722907260685,1.04518106854817,0.250567913319256,16.3655807446507,5.2225052369905e-05,0.000239611006384795,3.27319559877143e-05
RP11-305L7.3,13.8254985695789,1.17496852594712,0.276979325075654,16.3222894074676,5.34317597119572e-05,0.000244666047478292,3.34437371888463e-05
PRKCDBP,27.030050674168,1.03315096435386,0.247743264723651,15.5825504201166,7.89801154843715e-05,0.000349518807347781,4.80052709669446e-05
HOXA5,15.4239758994488,1.3559311536705,0.325813680926004,15.1274062173508,0.000100493757924371,0.000434967761967316,5.98908737621512e-05
CCL3L3,43.2163547902266,1.90704849283655,0.424188203179228,14.5527941526432,0.000136286391778838,0.000572617711404103,7.91970324023826e-05
RP11-305L7.1,14.3916067749026,1.03523564030526,0.278150006713193,12.6494046296898,0.000375685298934784,0.0014218724389589,0.000199321171082976
AREG,63.9787400834901,1.03875847287469,0.27402083773754,12.2802650890233,0.00045777334241096,0.00169742828516725,0.000238518972677366
THBS1,372.569810585978,1.24287623597484,0.323296124852732,12.0350578996768,0.000522092125966407,0.0019067401350633,0.000268642489215688
IL1R2,50.7474861218877,1.33406754224805,0.354928353164961,11.6259693223074,0.00065037338084202,0.00231938738665798,0.000328334107829601
SCGB3A1,55.9984788810657,-1.1083068559304,0.334816613740061,10.5930050164357,0.00113516321550714,0.0038203986623283,0.000547031580882883
LILRA3,191.503426621906,1.06998182841232,0.322629142277624,9.33188807460829,0.00225200199760802,0.00702761747497115,0.00101949261870652
UTS2,97.2888737974063,1.11760843906757,0.383351023254067,6.41126223478977,0.011339877577826,0.0289669199252833,0.0043762002744287
